Datasheet start waypoint,Datasheet end waypoint,start waypoint,end waypoint,Date,Biologist,Captain,Region,fishing day,drift,set,Site,Lumped site,Anglers,Bait type,Species or lure type,Color of lure,Size of bait (cm),start time,end time,drift time (hrs),effort (angler hours),lingcod no.,rockfish no.,lingcod CPUE,rockfish CPUE
335,337,1558,1560,4/26/18,KA,SK,SJI,25,9,25.9,Sucia Island,Sucia Island,3,Artificial lure,PWD,Green,8,4/26/18 9:51,4/26/18 10:01,0.168055556,0.504166667,1,0,1.983471074,0
338,339,1561,1562,4/26/18,KA,SK,SJI,25,10,25.1,Sucia Island,Sucia Island,3,Artificial lure,PWD,Green,8,4/26/18 10:03,4/26/18 10:05,0.042222222,0.126666666,1,0,7.894736858,0
340,341,1563,1564,4/26/18,KA,SK,SJI,25,11,25.11,Point Lawrence,Point Lawrence,3,Herring,Herring,NA,14,4/26/18 10:47,4/26/18 10:53,0.093333333,0.28,0,0,0,0
342,343,1565,1566,4/26/18,KA,SK,SJI,25,12,25.12,Point Lawrence,Point Lawrence,3,Herring,Herring,NA,14,4/26/18 10:57,4/26/18 11:01,0.076388889,0.229166666,0,0,0,0
344,347,1567,1570,4/26/18,KA,SK,SJI,25,13,25.13,Point Lawrence,Point Lawrence,3,Herring,Herring,NA,14,4/26/18 11:05,4/26/18 11:13,0.1475,0.4425,1,0,2.259887004,0
348,351,1571,1574,4/26/18,KA,SK,SJI,25,14,25.14,Point Lawrence,Point Lawrence,3,Herring,Herring,NA,14,4/26/18 11:18,4/26/18 11:27,0.158888889,0.476666667,0,1,0,2.097902099
352,356,1575,1579,4/26/18,KA,SK,SJI,25,15,25.15,Point Lawrence,Point Lawrence,3,Herring,Herring,NA,14,4/26/18 11:31,4/26/18 11:41,0.166388889,0.499166667,0,1,0,2.003338899
357,359,1580,1582,4/26/18,KA,SK,SJI,25,16,25.16,Point Lawrence,Point Lawrence,3,Herring,Herring,NA,14,4/26/18 11:44,4/26/18 11:49,0.089444444,0.268333333,0,1,0,3.726708076
360,361,1583,1584,4/26/18,KA,SK,SJI,25,17,25.17,Point Lawrence,Point Lawrence,3,Herring,Herring,NA,14,4/26/18 11:50,4/26/18 11:56,0.092222222,0.276666666,0,0,0,0
362,366,1585,1589,4/26/18,KA,SK,SJI,25,18,25.18,Point Lawrence,Point Lawrence,3,Herring,Herring,NA,14,4/26/18 12:02,4/26/18 12:13,0.173888889,0.521666667,2,0,3.833865816,0
367,369,1590,1592,4/26/18,KA,SK,SJI,25,19,25.19,Point Lawrence,Point Lawrence,3,Herring,Herring,NA,14,4/26/18 12:16,4/26/18 12:21,0.083888889,0.251666667,0,0,0,0
370,371,1593,1594,4/26/18,KA,SK,SJI,25,20,25.2,Black rock,Blakely channel,3,Live large,Pacific sanddab,NA,NA,4/26/18 13:05,4/26/18 13:08,0.045833333,0.1375,0,0,0,0
372,373,1595,1596,4/26/18,KA,SK,SJI,25,21,25.21,Black rock,Blakely channel,3,Live large,Pacific sanddab,NA,NA,4/26/18 13:09,4/26/18 13:17,0.118611111,0.355833333,0,0,0,0
374,375,1597,1598,4/26/18,KA,SK,SJI,25,22,25.22,Black rock,Blakely channel,3,Live large,Pacific sanddab,NA,NA,4/26/18 13:19,4/26/18 13:28,0.138888889,0.416666667,0,0,0,0
376,377,1599,1600,4/26/18,KA,SK,SJI,25,23,25.23,Black rock,Blakely channel,3,Live large,Pacific sanddab,NA,NA,4/26/18 13:33,4/26/18 13:45,0.208055555,0.624166666,0,0,0,0
378,380,1601,1603,4/26/18,KA,SK,SJI,25,24,25.24,Black rock,Blakely channel,3,Live large,Pacific sanddab,NA,NA,4/26/18 13:47,4/26/18 13:56,0.142222222,0.426666666,0,0,0,0
381,382,1604,1605,4/26/18,KA,SK,SJI,25,25,25.25,Black rock,Blakely channel,3,Live large,Pacific sanddab,NA,NA,4/26/18 13:59,4/26/18 14:02,0.049444444,0.148333333,0,0,0,0
383,384,1606,1607,4/26/18,KA,SK,SJI,25,26,25.26,Bird rocks,Belle/Bird rocks,3,Live large,Pacific sanddab,NA,NA,4/26/18 14:26,4/26/18 14:35,0.144444444,0.433333333,0,0,0,0
385,386,1608,1609,4/26/18,KA,SK,SJI,25,27,25.27,Bird rocks,Belle/Bird rocks,3,Live large,Pacific sanddab,NA,NA,4/26/18 14:40,4/26/18 14:43,0.036388889,0.109166667,0,0,0,0
387,388,1610,1611,4/26/18,KA,SK,SJI,25,28,25.28,Bird rocks,Belle/Bird rocks,3,Live large,Pacific sanddab,NA,NA,4/26/18 14:48,4/26/18 14:53,0.084166667,0.2525,0,0,0,0
389,390,1612,1613,4/26/18,KA,SK,SJI,25,29,25.29,Bird rocks,Belle/Bird rocks,3,Live large,Pacific sanddab,NA,NA,4/26/18 14:57,4/26/18 15:01,0.067777778,0.203333333,0,0,0,0
1,3,1614,1616,5/21/18,KA,SK,CPS,26,1,26.1,Keystone east,Keystone east,3,Herring,Herring,NA,14,5/21/18 15:19,5/21/18 15:22,0.056944444,0.170833333,0,3,0,17.5609756
4,6,1617,1619,5/21/18,KA,SK,CPS,26,2,26.2,Keystone east,Keystone east,3,Herring,Herring,NA,14,5/21/18 15:28,5/21/18 15:35,0.109444445,0.328333334,0,1,0,3.045685277
7,9,1620,1622,5/21/18,KA,SK,CPS,26,3,26.3,Keystone east,Keystone east,3,Herring,Herring,NA,14,5/21/18 15:36,5/21/18 15:40,0.0725,0.2175,0,3,0,13.79310345
10,12,1623,1625,5/21/18,KA,SK,CPS,26,4,26.4,Keystone east,Keystone east,3,Herring,Herring,NA,14,5/21/18 15:48,5/21/18 15:53,0.092777778,0.278333333,0,1,0,3.59281437
13,15,1626,1628,5/21/18,KA,SK,CPS,26,5,26.5,Keystone east,Keystone east,3,Herring,Herring,NA,14,5/21/18 15:57,5/21/18 16:00,0.0575,0.1725,0,3,0,17.39130435
16,18,1629,1631,5/21/18,KA,SK,CPS,26,6,26.6,Keystone east,Keystone east,3,Herring,Herring,NA,14,5/21/18 16:11,5/21/18 16:17,0.108333333,0.325,0,2,0,6.153846154
19,21,1632,1634,5/21/18,KA,SK,CPS,26,7,26.7,Keystone east,Keystone east,3,Herring,Herring,NA,14,5/21/18 16:20,5/21/18 16:30,0.169722222,0.509166667,0,3,0,5.891980359
22,24,1635,1637,5/21/18,KA,SK,CPS,26,8,26.8,Keystone east,Keystone east,3,Herring,Herring,NA,14,5/21/18 16:40,5/21/18 16:47,0.1025,0.3075,0,1,0,3.252032519
25,26,1638,1639,5/21/18,KA,SK,CPS,26,9,26.9,Keystone west,Keystone west,2,Live large,Pacific sanddab,NA,NA,5/21/18 17:02,5/21/18 17:13,0.182222222,0.364444444,0,0,0,0
27,29,1640,1642,5/21/18,KA,SK,CPS,26,10,26.1,Keystone west,Keystone west,3,Live large,Pacific sanddab,NA,NA,5/21/18 17:26,5/21/18 17:32,0.101944445,0.305833334,0,3,0,9.809264297
30,32,1643,1645,5/21/18,KA,SK,CPS,26,11,26.11,Keystone west,Keystone west,3,Live large,Pacific sanddab,NA,NA,5/21/18 17:34,5/21/18 17:41,0.12,0.36,0,1,0,2.777777779
33,34,1646,1647,5/21/18,KA,SK,CPS,26,12,26.12,Keystone west,Keystone west,3,Live large,Pacific sanddab,NA,NA,5/21/18 17:45,5/21/18 17:46,0.016111111,0.048333334,1,0,20.68965505,0
35,37,1648,1650,5/21/18,KA,SK,CPS,26,13,26.13,Keystone west,Keystone west,3,Live large,Pacific sanddab,NA,NA,5/21/18 18:05,5/21/18 18:10,0.08,0.24,1,0,4.166666666,0
38,40,1651,1653,5/21/18,KA,SK,CPS,26,14,26.14,Keystone west,Keystone west,3,Live large,Pacific sanddab,NA,NA,5/21/18 18:26,5/21/18 18:35,0.153888889,0.461666667,1,1,2.166064982,2.166064982
41,44,1654,1657,5/21/18,KA,SK,CPS,26,15,26.15,Possession offshore,Possession offshore,3,Artificial lure,PWD,Green,6,5/21/18 19:51,5/21/18 20:26,0.597777778,1.793333333,1,1,0.557620818,0.557620818
45,47,1658,1660,5/21/18,KA,SK,CPS,26,16,26.16,Possession offshore,Possession offshore,3,Artificial lure,PWD,Green,6,5/21/18 20:31,5/21/18 21:05,0.570277778,1.710833333,0,1,0,0.584510473
48,49,1661,1662,5/21/18,KA,SK,CPS,26,17,26.17,Possession offshore,Possession offshore,3,Artificial lure,PWD,Green,6,5/21/18 21:10,5/21/18 21:22,0.204444444,0.613333333,0,1,0,1.630434783
53,55,1666,1668,6/7/18,KA,NK,CPS,27,1,27.1,Double Bluff,Double Bluff,4,Live large,Pacific sanddab,NA,NA,6/7/18 15:58,6/7/18 16:12,0.230833333,0.923333333,0,5,0,5.415162455
56,59,1669,1672,6/7/18,KA,NK,CPS,27,2,27.2,Double Bluff,Double Bluff,4,Live large,Pacific sanddab,NA,NA,6/7/18 16:17,6/7/18 16:32,0.257222222,1.028888889,0,0,0,0
60,66,1673,1679,6/7/18,KA,NK,CPS,27,3,27.3,Double Bluff,Double Bluff,4,Live large,Pacific sanddab,NA,NA,6/7/18 16:37,6/7/18 17:15,0.641666667,2.566666667,0,0,0,0
67,70,1680,1683,6/7/18,KA,NK,CPS,27,4,27.4,Double Bluff,Double Bluff,3,Live large,Pacific sanddab,NA,NA,6/7/18 17:28,6/7/18 17:34,0.102777778,0.308333334,0,0,0,0
71,79,1684,1692,6/7/18,KA,NK,CPS,27,5,27.5,Keystone west,Keystone west,4,Herring,Herring,NA,12,6/7/18 18:29,6/7/18 19:08,0.648888889,2.595555556,0,0,0,0
80,83,1693,1696,6/7/18,KA,NK,CPS,27,6,27.6,Keystone west,Keystone west,4,Herring,Herring,NA,12,6/7/18 19:10,6/7/18 19:36,0.427777778,1.711111111,0,1,0,0.584415584
85,89,1698,1702,6/7/18,KA,NK,CPS,27,7,27.7,Keystone west,Keystone west,4,Herring,Herring,NA,12,6/7/18 19:45,6/7/18 19:51,0.097222222,0.388888889,0,3,0,7.714285712
90,93,1703,1706,6/7/18,KA,NK,CPS,27,8,27.8,Keystone east,Keystone east,4,Artificial lure,PWD,Green,6,6/7/18 20:01,6/7/18 20:11,0.155555555,0.622222222,1,2,1.607142859,3.214285717
94,97,1707,1710,6/7/18,KA,NK,CPS,27,9,27.9,Keystone east,Keystone east,4,Artificial lure,PWD,Green,6,6/7/18 20:15,6/7/18 20:20,0.096111111,0.384444444,0,1,0,2.601156071
98,102,1711,1715,6/7/18,KA,NK,CPS,27,10,27.1,Keystone east,Keystone east,4,Artificial lure,PWD,Green,6,6/7/18 20:22,6/7/18 20:35,0.213333333,0.853333334,0,5,0,5.859374997
103,104,1716,1717,6/7/18,KA,NK,CPS,27,11,27.11,Keystone east,Keystone east,4,Artificial lure,PWD,Green,6,6/7/18 20:39,6/7/18 20:48,0.153055556,0.612222222,0,0,0,0
105,107,1718,1720,6/7/18,KA,NK,CPS,27,12,27.12,Keystone east,Keystone east,4,Artificial lure,PWD,Green,6,6/7/18 20:53,6/7/18 21:04,0.182222222,0.728888889,0,1,0,1.37195122
108,109,1721,1722,6/7/18,KA,NK,CPS,27,13,27.13,Keystone east,Keystone east,4,Artificial lure,PWD,Green,6,6/7/18 21:08,6/7/18 21:14,0.094166667,0.376666667,0,1,0,2.654867256
110,115,1723,1728,6/7/18,KA,NK,CPS,27,14,27.14,Keystone east,Keystone east,4,Artificial lure,PWD,Green,6,6/7/18 21:21,6/7/18 21:41,0.330833333,1.323333334,0,4,0,3.022670024
116,117,1729,1730,9/13/18,KA,NK,CPS,28,1,28.1,Double Bluff,Double Bluff,4,Herring,Herring,NA,14,9/13/18 15:30,9/13/18 15:31,0.020277778,0.081111111,0,0,0,0
118,124,1731,1737,9/13/18,KA,NK,CPS,28,2,28.2,Double Bluff,Double Bluff,4,Herring,Herring,NA,14,9/13/18 15:33,9/13/18 15:56,0.370833333,1.483333333,0,4,0,2.696629214
125,132,1738,1745,9/13/18,KA,NK,CPS,28,3,28.3,Double Bluff,Double Bluff,4,Herring,Herring,NA,14,9/13/18 15:58,9/13/18 16:28,0.489444444,1.957777778,0,6,0,3.064699205
133,134,1746,1747,9/13/18,KA,NK,CPS,28,4,28.4,Double Bluff,Double Bluff,3,Herring,Herring,NA,14,9/13/18 16:30,9/13/18 16:32,0.029722222,0.089166667,0,0,0,0
135,138,1748,1751,9/13/18,KA,NK,CPS,28,5,28.5,Double Bluff,Double Bluff,3,Herring,Herring,NA,14,9/13/18 16:34,9/13/18 16:47,0.221388889,0.664166666,0,3,0,4.516938522
139,141,1752,1754,9/13/18,KA,NK,CPS,28,6,28.6,Keystone east,Keystone south,4,Live large,Pacific sanddab,NA,NA,9/13/18 16:52,9/13/18 17:48,0.926111111,3.704444444,1,0,0.269946011,0
142,143,1755,1756,9/13/18,KA,NK,CPS,28,7,28.7,Keystone east,Keystone south,4,Live large,Pacific sanddab,NA,NA,9/13/18 17:48,9/13/18 18:02,0.225277778,0.901111112,1,0,1.10974106,0
144,146,1757,1759,9/13/18,KA,NK,CPS,28,8,28.8,Keystone east,Keystone south,4,Live large,Pacific sanddab,NA,NA,9/13/18 18:04,9/13/18 18:17,0.210277778,0.841111111,3,0,3.566710702,0
147,148,1760,1761,9/13/18,KA,NK,CPS,28,9,28.9,Keystone east,Keystone south,4,Live large,Pacific sanddab,NA,NA,9/13/18 18:17,9/13/18 18:34,0.283888889,1.135555556,0,0,0,0
149,151,1762,1764,9/13/18,KA,NK,CPS,28,10,28.1,Keystone east,Keystone south,4,Live large,Pacific sanddab,NA,NA,9/13/18 18:35,9/13/18 18:46,0.18,0.72,1,0,1.388888889,0
152,154,1765,1767,9/13/18,KA,NK,CPS,28,11,28.11,Keystone east,Keystone south,4,Live large,Pacific sanddab,NA,NA,9/13/18 18:49,9/13/18 18:59,0.171944444,0.687777778,1,0,1.453957997,0
155,157,1768,1770,9/13/18,KA,NK,CPS,28,12,28.12,Keystone east,Keystone south,4,Live large,Pacific sanddab,NA,NA,9/13/18 19:05,9/13/18 19:14,0.148888889,0.595555555,1,0,1.679104479,0
158,160,1771,1773,9/13/18,KA,NK,CPS,28,13,28.13,Keystone west,Keystone north,4,Artificial lure,PWD,white,6,9/13/18 19:21,9/13/18 19:27,0.110833333,0.443333333,1,0,2.2556391,0
161,163,1774,1776,9/13/18,KA,NK,CPS,28,14,28.14,Keystone west,Keystone north,4,Artificial lure,PWD,white,6,9/13/18 19:28,9/13/18 19:37,0.141388889,0.565555556,0,0,0,0
164,166,1777,1779,9/13/18,KA,NK,CPS,28,15,28.15,Keystone west,Keystone north,4,Artificial lure,PWD,white,6,9/13/18 19:43,9/13/18 19:55,0.199722222,0.798888888,0,0,0,0
167,168,1780,1781,9/13/18,KA,NK,CPS,28,16,28.16,Keystone west,Keystone north,4,Artificial lure,PWD,white,6,9/13/18 19:57,9/13/18 20:01,0.058333333,0.233333333,0,0,0,0
169,171,1782,1784,9/13/18,KA,NK,CPS,28,17,28.17,Keystone west,Keystone north,4,Artificial lure,PWD,white,6,9/13/18 20:06,9/13/18 20:13,0.1225,0.49,0,1,0,2.040816327
172,174,1785,1787,9/13/18,KA,NK,CPS,28,18,28.18,Keystone west,Keystone north,4,Artificial lure,PWD,white,6,9/13/18 20:18,9/13/18 20:32,0.231111111,0.924444445,0,0,0,0
175,180,1788,1793,9/13/18,KA,NK,CPS,28,19,28.19,Keystone west,Keystone north,4,Artificial lure,PWD,white,6,9/13/18 20:32,9/13/18 20:51,0.314722222,1.258888889,0,4,0,3.177405119
181,182,1794,1795,9/13/18,KA,NK,CPS,28,20,28.2,Keystone west,Keystone north,4,Artificial lure,PWD,white,6,9/13/18 20:53,9/13/18 20:56,0.052777778,0.211111111,0,0,0,0
184,186,1797,1799,9/14/18,KA,NK,CPS,29,1,29.1,Possession west,Possession west,4,Artificial lure,PWD,green,6,9/14/18 15:00,9/14/18 15:01,0.025833333,0.103333333,0,0,0,0
187,188,1800,1801,9/14/18,KA,NK,CPS,29,2,29.2,Possession west,Possession west,4,Artificial lure,PWD,green,6,9/14/18 15:03,9/14/18 15:10,0.113333333,0.453333333,0,0,0,0
189,191,1802,1804,9/14/18,KA,NK,CPS,29,3,29.3,Possession west,Possession west,4,Artificial lure,PWD,green,6,9/14/18 15:15,9/14/18 15:26,0.1725,0.69,0,1,0,1.449275362
192,194,1805,1807,9/14/18,KA,NK,CPS,29,4,29.4,Possession west,Possession west,4,Artificial lure,PWD,green,6,9/14/18 15:30,9/14/18 15:38,0.126388889,0.505555556,0,1,0,1.978021977
195,198,1808,1811,9/14/18,KA,NK,CPS,29,5,29.5,Possession west,Possession west,4,Artificial lure,PWD,green,6,9/14/18 15:43,9/14/18 15:55,0.195,0.78,0,2,0,2.564102564
199,201,1812,1814,9/14/18,KA,NK,CPS,29,6,29.6,Possession west,Possession west,4,Artificial lure,PWD,green,6,9/14/18 15:58,9/14/18 16:07,0.150555555,0.602222222,0,1,0,1.660516606
202,205,1815,1818,9/14/18,KA,NK,CPS,29,7,29.7,Possession west,Possession west,4,Artificial lure,PWD,green,6,9/14/18 16:10,9/14/18 16:19,0.144444445,0.577777778,0,2,0,3.46153846
206,210,1819,1823,9/14/18,KA,NK,CPS,29,8,29.8,Possession west,Possession west,4,Artificial lure,PWD,green,6,9/14/18 16:24,9/14/18 16:36,0.201944445,0.807777778,0,1,0,1.237964236
211,213,1824,1826,9/14/18,KA,NK,CPS,29,9,29.9,Possession east,Possession east,4,Live large,Pacific sanddab,NA,NA,9/14/18 16:40,9/14/18 16:52,0.2125,0.85,0,0,0,0
215,219,1828,1832,9/14/18,KA,NK,CPS,29,10,29.1,Possession east,Possession east,4,Live large,Pacific sanddab,NA,NA,9/14/18 16:55,9/14/18 17:02,0.118055556,0.472222222,0,0,0,0
220,223,1833,1836,9/14/18,KA,NK,CPS,29,11,29.11,Possession east,Possession east,4,Live large,Pacific sanddab,NA,NA,9/14/18 17:06,9/14/18 17:15,0.15,0.600000001,0,0,0,0
224,228,1837,1841,9/14/18,KA,NK,CPS,29,12,29.12,Possession east,Possession east,4,Live large,Pacific sanddab,NA,NA,9/14/18 17:16,9/14/18 17:21,0.088333333,0.353333334,0,0,0,0
229,230,1842,1843,9/14/18,KA,NK,CPS,29,13,29.13,Possession east,Possession east,4,Live large,Pacific sanddab,NA,NA,9/14/18 17:25,9/14/18 17:39,0.238333333,0.953333333,0,0,0,0
231,233,1844,1846,9/14/18,KA,NK,CPS,29,14,29.14,Possession east,Possession east,4,Live large,Pacific sanddab,NA,NA,9/14/18 17:49,9/14/18 18:01,0.2025,0.81,0,1,0,1.234567901
234,235,1847,1848,9/14/18,KA,NK,CPS,29,15,29.15,Possession east,Possession east,4,Live large,Pacific sanddab,NA,NA,9/14/18 18:09,9/14/18 18:19,0.171388889,0.685555556,0,0,0,0
236,239,1849,1852,9/14/18,KA,NK,CPS,29,16,29.16,Gedney Island,Gedney Island,4,Herring,herring,NA,14,9/14/18 18:29,9/14/18 18:48,0.306944444,1.227777778,0,0,0,0
240,244,1853,1857,9/14/18,KA,NK,CPS,29,17,29.17,Gedney Island,Gedney Island,4,Herring,herring,NA,14,9/14/18 18:49,9/14/18 18:56,0.120833333,0.483333334,0,4,0,8.27586206
245,251,1858,1864,9/14/18,KA,NK,CPS,29,18,29.18,Gedney Island,Gedney Island,4,Herring,herring,NA,14,9/14/18 18:59,9/14/18 19:09,0.163333333,0.653333333,0,5,0,7.653061227
252,254,1865,1867,9/14/18,KA,NK,CPS,29,19,29.19,Gedney Island,Gedney Island,4,Herring,herring,NA,14,9/14/18 19:11,9/14/18 19:18,0.109722222,0.438888889,0,3,0,6.835443039
255,257,1868,1870,9/14/18,KA,NK,CPS,29,20,29.2,Gedney Island,Gedney Island,4,Herring,herring,NA,14,9/14/18 19:23,9/14/18 19:28,0.074722222,0.298888889,0,1,0,3.345724907
258,262,1871,1875,9/14/18,KA,NK,CPS,29,21,29.21,Gedney Island,Gedney Island,4,Herring,herring,NA,14,9/14/18 19:31,9/14/18 19:36,0.091944444,0.367777778,0,2,0,5.438066464
263,265,1876,1878,9/14/18,KA,NK,CPS,29,22,29.22,Gedney Island,Gedney Island,2,Herring,herring,NA,14,9/14/18 19:38,9/14/18 19:39,0.014722222,0.029444445,0,1,0,33.96226387
267,271,1880,1884,9/28/18,KA,NK,CPS,30,1,30.1,Double Bluff,Double Bluff,4,Artificial lure,PWD,Green,6,9/28/18 17:30,9/28/18 17:57,0.438333333,1.753333333,0,1,0,0.570342205
272,275,1885,1888,9/28/18,KA,NK,CPS,30,2,30.2,Double Bluff,Double Bluff,4,Artificial lure,PWD,Green,6,9/28/18 18:00,9/28/18 18:18,0.300833333,1.203333333,0,1,0,0.831024931
276,279,1889,1892,9/28/18,KA,NK,CPS,30,3,30.3,Keystone south,Keystone south,4,Herring,herring,NA,14,9/28/18 18:30,9/28/18 19:16,0.766666667,3.066666667,1,1,0.326086956,0.326086956
280,283,1893,1896,9/28/18,KA,NK,CPS,30,4,30.4,Keystone south,Keystone south,4,Herring,herring,NA,14,9/28/18 19:22,9/28/18 19:32,0.177777778,0.711111111,0,2,0,2.8125
284,286,1897,1899,9/28/18,KA,NK,CPS,30,5,30.5,Keystone south,Keystone south,4,Herring,herring,NA,14,9/28/18 19:34,9/28/18 19:45,0.183611111,0.734444445,0,1,0,1.361573373
287,288,1900,1901,9/28/18,KA,NK,CPS,30,6,30.6,Keystone south,Keystone south,4,Herring,herring,NA,14,9/28/18 19:47,9/28/18 19:50,0.048888889,0.195555555,2,0,10.22727275,0
290,293,1903,1906,9/28/18,KA,NK,CPS,30,7,30.7,Keystone south,Keystone south,4,Herring,herring,NA,14,9/28/18 20:02,9/28/18 20:12,0.180833333,0.723333333,0,1,0,1.382488479
297,298,1910,1911,9/28/18,KA,NK,CPS,30,8,30.8,Keystone north,Keystone north,4,Live large,Pacific sanddab,NA,NA,9/28/18 20:30,9/28/18 20:35,0.074722222,0.298888889,0,0,0,0
299,301,1912,1914,9/28/18,KA,NK,CPS,30,9,30.9,Keystone north,Keystone north,4,Live large,Pacific sanddab,NA,NA,9/28/18 20:41,9/28/18 20:49,0.135277778,0.541111111,0,1,0,1.848049281
302,303,1915,1916,9/28/18,KA,NK,CPS,30,10,30.1,Keystone north,Keystone north,4,Live large,Pacific sanddab,NA,NA,9/28/18 20:52,9/28/18 20:56,0.054444444,0.217777778,0,0,0,0
304,306,1917,1919,9/28/18,KA,NK,CPS,30,11,30.11,Keystone north,Keystone north,4,Live large,Pacific sanddab,NA,NA,9/28/18 21:05,9/28/18 21:13,0.125277778,0.501111111,1,0,1.995565411,0
307,311,1920,1924,9/28/18,KA,NK,CPS,30,12,30.12,Keystone north,Keystone north,4,Live large,Pacific sanddab,NA,NA,9/28/18 21:23,9/28/18 21:39,0.269722222,1.078888889,1,0,0.926879506,0
313,316,1926,1929,3/4/19,KA,NK,CPS,31,1,31.1,Possession east,Possession east,4,Artificial lure,PWD,Green,6,3/4/19 16:34,3/4/19 16:42,0.135833333,0.543333333,0,0,0,0
317,319,1930,1932,3/4/19,KA,NK,CPS,31,2,31.2,Possession east,Possession east,4,Artificial lure,PWD,Green,6,3/4/19 16:44,3/4/19 16:49,0.081944444,0.327777778,0,1,0,3.05084746
320,321,1933,1934,3/4/19,KA,NK,CPS,31,3,31.3,Possession east,Possession east,5,Artificial lure,PWD,Green,6,3/4/19 16:51,3/4/19 16:54,0.053611111,0.268055555,0,0,0,0
322,323,1935,1936,3/4/19,KA,NK,CPS,31,4,31.4,Possession east,Possession east,5,Artificial lure,PWD,Green,6,3/4/19 17:00,3/4/19 17:07,0.123055556,0.615277778,0,0,0,0
324,325,1937,1938,3/4/19,KA,NK,CPS,31,5,31.5,Possession east,Possession east,5,Artificial lure,PWD,Green,6,3/4/19 17:11,3/4/19 17:12,0.004722222,0.023611111,0,0,0,0
326,327,1939,1940,3/4/19,KA,NK,CPS,31,6,31.6,Possession east,Possession east,5,Artificial lure,PWD,Green,6,3/4/19 17:17,3/4/19 17:21,0.077777778,0.388888889,0,0,0,0
328,329,1941,1942,3/4/19,KA,NK,CPS,31,7,31.7,Possession east,Possession east,5,Artificial lure,PWD,Green,6,3/4/19 17:28,3/4/19 17:31,0.045833333,0.229166667,0,1,0,4.363636358
330,331,1943,1944,3/4/19,KA,NK,CPS,31,8,31.8,Possession east,Possession east,5,Artificial lure,PWD,Green,6,3/4/19 17:43,3/4/19 17:45,0.031944444,0.159722222,0,0,0,0
332,334,1945,1947,3/4/19,KA,NK,CPS,31,9,31.9,Possession east,Possession east,5,Artificial lure,PWD,Green,6,3/4/19 17:53,3/4/19 17:59,0.100555556,0.502777778,0,0,0,0
335,339,1948,1952,3/4/19,KA,NK,CPS,31,10,31.1,Possession west,Possession west,4,Herring,herring,NA,14,3/4/19 18:03,3/4/19 18:34,0.5175,2.07,0,4,0,1.93236715
340,343,1953,1956,3/4/19,KA,NK,CPS,31,11,31.11,Possession west,Possession west,4,Herring,herring,NA,14,3/4/19 18:36,3/4/19 18:48,0.198611111,0.794444444,1,4,1.258741259,5.034965036
344,345,1957,1958,3/4/19,KA,NK,CPS,31,12,31.12,Possession west,Possession west,4,Herring,herring,NA,14,3/4/19 18:50,3/4/19 18:55,0.085555555,0.342222222,0,0,0,0
346,349,1959,1962,3/4/19,KA,NK,CPS,31,13,31.13,Possession west,Possession west,4,Herring,herring,NA,14,3/4/19 18:58,3/4/19 19:04,0.088611111,0.354444444,0,4,0,11.28526647
350,355,1963,1968,3/4/19,KA,NK,CPS,31,14,31.14,Possession west,Possession west,4,Herring,herring,NA,14,3/4/19 19:07,3/4/19 19:14,0.120277778,0.481111111,1,4,2.07852194,8.31408776
356,359,1969,1972,3/4/19,KA,NK,CPS,31,15,31.15,Possession west,Possession west,4,Herring,herring,NA,14,3/4/19 19:17,3/4/19 19:22,0.080277778,0.321111111,1,3,3.114186855,9.342560565
360,362,1973,1975,3/4/19,KA,NK,CPS,31,16,31.16,Possession west,Possession west,4,Herring,herring,NA,14,3/4/19 19:25,3/4/19 19:30,0.084444444,0.337777778,0,3,0,8.881578947
363,364,1976,1977,3/4/19,KA,NK,CPS,31,17,31.17,Possession west,Possession west,4,Herring,herring,NA,14,3/4/19 19:32,3/4/19 19:35,0.065833333,0.263333333,1,0,3.797468353,0
365,368,1978,1981,3/4/19,KA,NK,CPS,31,18,31.18,Possession west,Possession west,4,Herring,herring,NA,14,3/4/19 19:36,3/4/19 19:44,0.124444444,0.497777777,1,3,2.008928573,6.026785718
370,372,1983,1985,3/4/19,KA,NK,CPS,31,19,31.19,Gedney Island,Gedney Island,4,Live large,Pacific sanddab,NA,NA,3/4/19 20:14,3/4/19 20:43,0.489444444,1.957777778,0,0,0,0
373,374,1986,1987,3/4/19,KA,NK,CPS,31,20,31.2,Gedney Island,Gedney Island,4,Live large,Pacific sanddab,NA,NA,3/4/19 20:46,3/4/19 20:50,0.0725,0.29,0,0,0,0
375,376,1988,1989,3/4/19,KA,NK,CPS,31,21,31.21,Gedney Island,Gedney Island,4,Live large,Pacific sanddab,NA,NA,3/4/19 20:54,3/4/19 20:56,0.0375,0.15,0,0,0,0
377,379,1990,1992,3/4/19,KA,NK,CPS,31,22,31.22,Gedney Island,Gedney Island,4,Live large,Pacific sanddab,NA,NA,3/4/19 21:10,3/4/19 21:20,0.164444444,0.657777778,0,1,0,1.52027027
380,381,1993,1994,3/4/19,KA,NK,CPS,31,23,31.23,Gedney Island,Gedney Island,4,Live large,Pacific sanddab,NA,NA,3/4/19 21:25,3/4/19 21:28,0.050833333,0.203333333,0,0,0,0
382,385,1995,1998,3/4/19,KA,NK,CPS,31,24,31.24,Gedney Island,Gedney Island,4,Live large,Pacific sanddab,NA,NA,3/4/19 21:39,3/4/19 21:58,0.313611111,1.254444444,0,2,0,1.594331267
